연도_x,학제_x,대학원구분,학교명_x,본분교_x,시도_x,시군구_x,설립,학위과정_x,대계열,중계열,소계열,학과코드,학과명,학과수_전체,학과수_석사,학과수_박사,입학정원_학부_계,정원내_입학정원_학부,정원외_입학정원_학부,모집인원_학부_계,정원내_모집인원_학부,정원외_모집정원_학부,지원자_전체_계,지원자_전체_남,지원자_전체_여,지원자_석사_계,지원자_석사_남,지원자_석사_여,지원자_박사_계,지원자_박사_남,지원자_박사_여,입학자_전체_계,입학자_전체_남,입학자_전체_여,입학자_석사_계,입학자_석사_남,입학자_석사_여,입학자_박사_계,입학자_박사_남,입학자_박사_여,정원내_입학자_전체_계,정원내_입학자_전체_남,정원내_입학자_전체_여,정원내_입학자_학부_계,정원내_입학자_학부_남,정원내_입학자_학부_여,정원내_입학자_석사_계,정원내_입학자_석사_남,정원내_입학자_석사_여,정원내_입학자_박사_계,정원내_입학자_박사_남,정원내_입학자_박사_여,정원외_입학자_전체_계,정원외_입학자_전체_남,정원외_입학자_전체_여,정원외_입학자_석사_계,정원외_입학자_석사_남,정원외_입학자_석사_여,정원외_입학자_박사_계,정원외_입학자_박사_남,정원외_입학자_박사_여,재적생_전체_계,재적생_전체_남,재적생_전체_여,재학생_전체_계,재학생_전체_남,재학생_전체_여,휴학생_전체_계,휴학생_전체_남,휴학생_전체_여,유예생_전체_계,유예생_전체_남,유예생_전체_여,재적생_석사_계,재적생_석사_남,재적생_석사_여,재학생_석사_계,재학생_석사_남,재학생_석사_여,휴학생_석사_계,휴학생_석사_남,휴학생_석사_여,재적생_박사_계,재적생_박사_남,재적생_박사_여,재학생_박사_계,재학생_박사_남,재학생_박사_여,휴학생_박사_계,휴학생_박사_남,휴학생_박사_여,외국인유학생_총계_계,외국인유학생_총계_남,외국인유학생_총계_여,외국인유학생_학사_계,외국인유학생_학사_남,외국인유학생_학사_여,외국인유학생_석사_계,외국인유학생_석사_남,외국인유학생_석사_여,외국인유학생_박사_계,외국인유학생_박사_남,외국인유학생_박사_여,졸업자_전체,졸업자_남,졸업자_전체_여,졸업자_석사_계,졸업자_석사_남,졸업자_석사_여,졸업자_박사_계,졸업자_박사_남,졸업자_박사_여,전임교원_계,전임교원_남,전임교원_여,비전임교원_계,비전임교원_남,비전임교원_여,대학원구분_clean,analysis_year,headcount_row_id,school_name_raw,school_name_std,campus_name_raw,campus_seq,campus_branch,campus_name_std,dept_name_raw,dept_name_std,kedi_dept_code,school_uid,campus_uid,dept_uid,school_type,degree_course,campus_status,establishment_type,region_sido,region_sigungu,major_group_raw,major_group_7,field_middle_name,field_small_name,is_undergraduate_candidate,admission_capacity_n,recruitment_n,applicants_n,admits_n,enrolled_students_n,leave_students_n,graduates_n,fulltime_faculty_n,nonfulltime_faculty_n,international_students_n,female_students_n,masters_students_n,doctoral_students_n,competition_ratio,admission_yield_ratio,admit_per_applicant_ratio,leave_rate_pct,female_student_share_pct,international_student_share_pct,student_faculty_ratio,fulltime_faculty_share_pct,graduate_intensity_pct,log_enrolled_students,log_graduates,has_masters_program,has_doctoral_program,source_file,source_sha256,grain_duplicate_flag,row_qa_status,previous_duplicate_group_id,dept_norm_strict,v2_headcount_row_id,v2_headcount_grain_uid,v2_source_excel_row,연도_y,학교명_y,본분교_y,학제_y,학위과정_y,v2_주야구분,v2_학교상태,시도_y,시군구_y,v2_학과코드,v2_학과명,v2_대계열,v2_중계열,v2_소계열,grain_resolution_method,grain_review_needed,resolution_class,resolution_basis,use_for_structure_matching
2024,대학교,,충남대학교,본교(제1캠퍼스),대전,대전 유성구,국립,대학과정,자연계열,생물ㆍ화학ㆍ환경,생명과학,U05020100310,미생물분자생명과학과,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,2,10,8,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,4,0,0,0,0,0,0,0,0,0,1,1,0,0,2024,HC2024_03793,충남대학교,충남대학교,본교(제1캠퍼스),제1캠퍼스,본교,본교_제1캠퍼스,미생물분자생명과학과,미생물분자생명과학과,U05020100310,SCH_822e5c0ba179,CAM_0e4a6fce3f60,DEP_18a8c7859757,대학교,대학과정,본교(제1캠퍼스),국립,대전,대전 유성구,자연계열,NAT,생물ㆍ화학ㆍ환경,생명과학,True,0,0,0,0,14,4,12,0,1,0,2,0,0,,,,28.571428,14.285714,0.0,14.0,0.0,0.0,2.7080503,2.5649493,False,False,P2_G2_메인_입결_A_취업진학.CSV,e307fae021366d2c4aaacbb4b1d67c9e176fbbbecbbea101a7e3d79282203449,True,duplicate_review,D01DUP_011,미생물분자생명과학과,HC2_2024_05329,HCG_e984577987aa,5385,2024,충남대학교,본교(제1캠퍼스),대학교,대학과정,주간,기존,대전,대전 유성구,U05020100310,미생물분자생명과학과,자연계열,생물ㆍ화학ㆍ환경,생명과학,semantic_distinct_key_expansion,False,semantic distinct rows,old key normalized punctuation-collapsed department labels; v2 keeps KEDI code plus day/status lineage,True
2024,대학교,,충남대학교,본교(제1캠퍼스),대전,대전 유성구,국립,대학과정,자연계열,생물ㆍ화학ㆍ환경,생명과학,U05020100468,미생물?분자생명과학과,1,0,0,28,28,0,29,28,1,270,122,148,0,0,0,0,0,0,29,16,13,0,0,0,0,0,0,28,16,12,28,16,12,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,158,82,76,124,59,65,34,23,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,4,17,0,0,0,0,0,0,8,7,1,6,5,1,0,2024,HC2024_03794,충남대학교,충남대학교,본교(제1캠퍼스),제1캠퍼스,본교,본교_제1캠퍼스,미생물?분자생명과학과,미생물분자생명과학과,U05020100468,SCH_822e5c0ba179,CAM_0e4a6fce3f60,DEP_18a8c7859757,대학교,대학과정,본교(제1캠퍼스),국립,대전,대전 유성구,자연계열,NAT,생물ㆍ화학ㆍ환경,생명과학,True,28,29,270,29,158,34,21,8,6,0,76,0,0,9.310345,1.0,0.107407406,21.518988,48.101265,0.0,11.285714,57.142857,0.0,5.0689044,3.0910425,False,False,P2_G2_메인_입결_A_취업진학.CSV,e307fae021366d2c4aaacbb4b1d67c9e176fbbbecbbea101a7e3d79282203449,True,duplicate_review,D01DUP_011,미생물분자생명과학과,HC2_2024_05330,HCG_7c7e9c9af4e7,5386,2024,충남대학교,본교(제1캠퍼스),대학교,대학과정,주간,기존,대전,대전 유성구,U05020100468,미생물?분자생명과학과,자연계열,생물ㆍ화학ㆍ환경,생명과학,semantic_distinct_key_expansion,False,semantic distinct rows,old key normalized punctuation-collapsed department labels; v2 keeps KEDI code plus day/status lineage,True
2024,일반대학원,부설대학원,경기대학교 일반대학원,본교(제1캠퍼스),경기,경기 수원시,사립,대학원과정,사회계열,경영ㆍ경제,경영학,G02010100804,부동산?자산관리학과,1,0,1,0,0,0,0,0,0,5,3,2,0,0,0,5,3,2,4,3,1,0,0,0,4,3,1,4,3,1,0,0,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,12,9,3,12,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,3,12,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,1,1,0,1,2024,HC2024_05292,경기대학교 일반대학원,경기대학교일반대학원,본교(제1캠퍼스),제1캠퍼스,본교,본교_제1캠퍼스,부동산?자산관리학과,부동산자산관리학과,G02010100804,SCH_095843f4f7ae,CAM_9063e02da498,DEP_1ac845093165,일반대학원,대학원과정,본교(제1캠퍼스),사립,경기,경기 수원시,사회계열,SOC,경영ㆍ경제,경영학,False,0,0,5,4,12,0,1,1,1,0,3,0,12,,,0.8,0.0,25.0,0.0,6.0,50.0,100.0,2.5649493,0.6931472,False,True,P2_G2_메인_입결_A_취업진학.CSV,e307fae021366d2c4aaacbb4b1d67c9e176fbbbecbbea101a7e3d79282203449,True,duplicate_review,D01DUP_001,부동산자산관리학과,HC2_2024_08144,HCG_fafe4df118c1,8235,2024,경기대학교 일반대학원,본교(제1캠퍼스),일반대학원,대학원과정,주간,기존,경기,경기 수원시,G02010100804,부동산?자산관리학과,사회계열,경영ㆍ경제,경영학,semantic_distinct_key_expansion,False,semantic distinct rows,old key normalized punctuation-collapsed department labels; v2 keeps KEDI code plus day/status lineage,True
2024,일반대학원,부설대학원,경기대학교 일반대학원,본교(제1캠퍼스),경기,경기 수원시,사립,대학원과정,사회계열,경영ㆍ경제,경영학,G02010101130,부동산자산관리학과,1,0,1,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,2,2,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,2024,HC2024_05293,경기대학교 일반대학원,경기대학교일반대학원,본교(제1캠퍼스),제1캠퍼스,본교,본교_제1캠퍼스,부동산자산관리학과,부동산자산관리학과,G02010101130,SCH_095843f4f7ae,CAM_9063e02da498,DEP_1ac845093165,일반대학원,대학원과정,본교(제1캠퍼스),사립,경기,경기 수원시,사회계열,SOC,경영ㆍ경제,경영학,False,0,0,3,2,2,0,0,0,2,0,0,0,2,,,0.6666667,0.0,0.0,0.0,1.0,0.0,100.0,1.0986123,0.0,False,True,P2_G2_메인_입결_A_취업진학.CSV,e307fae021366d2c4aaacbb4b1d67c9e176fbbbecbbea101a7e3d79282203449,True,duplicate_review,D01DUP_001,부동산자산관리학과,HC2_2024_08145,HCG_1a6ce9173a6b,8236,2024,경기대학교 일반대학원,본교(제1캠퍼스),일반대학원,대학원과정,주간,기존,경기,경기 수원시,G02010101130,부동산자산관리학과,사회계열,경영ㆍ경제,경영학,semantic_distinct_key_expansion,False,semantic distinct rows,old key normalized punctuation-collapsed department labels; v2 keeps KEDI code plus day/status lineage,True
2024,일반대학원,부설대학원,단국대학교 일반대학원,본교(제1캠퍼스),경기,경기 용인시,사립,대학원과정,사회계열,경영ㆍ경제,경영학,G02010101120,과학기술정책융합학과,2,1,1,0,0,0,0,0,0,45,34,11,20,15,5,25,19,6,32,23,9,15,11,4,17,12,5,32,23,9,0,0,0,15,11,4,17,12,5,0,0,0,0,0,0,0,0,0,78,58,20,77,57,20,1,1,0,0,0,0,35,28,7,35,28,7,0,0,0,43,30,13,42,29,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,6,4,2,1,2024,HC2024_06952,단국대학교 일반대학원,단국대학교일반대학원,본교(제1캠퍼스),제1캠퍼스,본교,본교_제1캠퍼스,과학기술정책융합학과,과학기술정책융합학과,G02010101120,SCH_0d9576919d3d,CAM_da526e24b320,DEP_b71fdf82f2c1,일반대학원,대학원과정,본교(제1캠퍼스),사립,경기,경기 용인시,사회계열,SOC,경영ㆍ경제,경영학,False,0,0,45,32,78,1,0,1,6,0,20,35,43,,,0.7111111,1.2820513,25.641026,0.0,11.142858,14.285714,100.0,4.3694477,0.0,True,True,P2_G2_메인_입결_A_취업진학.CSV,e307fae021366d2c4aaacbb4b1d67c9e176fbbbecbbea101a7e3d79282203449,True,duplicate_review,D01DUP_002,과학기술정책융합학과,HC2_2024_11758,HCG_fdfe41e8a748,11881,2024,단국대학교 일반대학원,본교(제1캠퍼스),일반대학원,대학원과정,주간,기존,경기,경기 용인시,G02010101120,과학기술정책융합학과,사회계열,경영ㆍ경제,경영학,semantic_distinct_key_expansion,False,semantic distinct rows,old key normalized punctuation-collapsed department labels; v2 keeps KEDI code plus day/status lineage,True
2024,일반대학원,부설대학원,단국대학교 일반대학원,본교(제1캠퍼스),경기,경기 용인시,사립,대학원과정,공학계열,산업,산업공학,G04090100157,과학기술정책융합학과,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2024,HC2024_06981,단국대학교 일반대학원,단국대학교일반대학원,본교(제1캠퍼스),제1캠퍼스,본교,본교_제1캠퍼스,과학기술정책융합학과,과학기술정책융합학과,G04090100157,SCH_0d9576919d3d,CAM_da526e24b320,DEP_b71fdf82f2c1,일반대학원,대학원과정,본교(제1캠퍼스),사립,경기,경기 용인시,공학계열,ENG,산업,산업공학,False,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0.0,0.0,False,False,P2_G2_메인_입결_A_취업진학.CSV,e307fae021366d2c4aaacbb4b1d67c9e176fbbbecbbea101a7e3d79282203449,True,duplicate_review,D01DUP_002,과학기술정책융합학과,HC2_2024_11787,HCG_ab8ca04621f3,11910,2024,단국대학교 일반대학원,본교(제1캠퍼스),일반대학원,대학원과정,주간,기존,경기,경기 용인시,G04090100157,과학기술정책융합학과,공학계열,산업,산업공학,semantic_distinct_key_expansion,False,semantic distinct rows,old key normalized punctuation-collapsed department labels; v2 keeps KEDI code plus day/status lineage,True
2024,대학교,,배재대학교,본교(제1캠퍼스),대전,대전 서구,사립,대학과정,공학계열,교통ㆍ운송,항공학,U04030200130,드론로봇공학과,1,0,0,0,0,0,39,36,3,227,221,6,0,0,0,0,0,0,40,38,2,0,0,0,0,0,0,39,37,2,39,37,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,227,218,9,191,182,9,36,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,2024,HC2024_08570,배재대학교,배재대학교,본교(제1캠퍼스),제1캠퍼스,본교,본교_제1캠퍼스,드론로봇공학과,드론로봇공학과,U04030200130,SCH_73f8f76d428c,CAM_030b64c9c42f,DEP_6a6da5a351d5,대학교,대학과정,본교(제1캠퍼스),사립,대전,대전 서구,공학계열,ENG,교통ㆍ운송,항공학,True,0,39,227,40,227,36,0,0,3,0,9,0,0,5.820513,1.0256411,0.17621145,15.859031,3.9647577,0.0,75.666664,0.0,0.0,5.4293456,0.0,False,False,P2_G2_메인_입결_A_취업진학.CSV,e307fae021366d2c4aaacbb4b1d67c9e176fbbbecbbea101a7e3d79282203449,True,duplicate_review,D01DUP_004,드론로봇공학과,HC2_2024_14993,HCG_07faa8fc27eb,15140,2024,배재대학교,본교(제1캠퍼스),대학교,대학과정,주간,기존,대전,대전 서구,U04030200130,드론로봇공학과,공학계열,교통ㆍ운송,항공학,semantic_distinct_key_expansion,False,semantic distinct rows,old key normalized punctuation-collapsed department labels; v2 keeps KEDI code plus day/status lineage,True
2024,대학교,,배재대학교,본교(제1캠퍼스),대전,대전 서구,사립,대학과정,공학계열,기타,기전공학,U04110100063,드론?로봇공학과,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,HC2024_08594,배재대학교,배재대학교,본교(제1캠퍼스),제1캠퍼스,본교,본교_제1캠퍼스,드론?로봇공학과,드론로봇공학과,U04110100063,SCH_73f8f76d428c,CAM_030b64c9c42f,DEP_6a6da5a351d5,대학교,대학과정,본교(제1캠퍼스),사립,대전,대전 서구,공학계열,ENG,기타,기전공학,True,0,0,0,0,0,0,17,0,0,0,0,0,0,,,,,,,,,,0.0,2.8903718,False,False,P2_G2_메인_입결_A_취업진학.CSV,e307fae021366d2c4aaacbb4b1d67c9e176fbbbecbbea101a7e3d79282203449,True,duplicate_review,D01DUP_004,드론로봇공학과,HC2_2024_15017,HCG_c9aca2dfe3af,15164,2024,배재대학교,본교(제1캠퍼스),대학교,대학과정,주간,기존,대전,대전 서구,U04110100063,드론?로봇공학과,공학계열,기타,기전공학,semantic_distinct_key_expansion,False,semantic distinct rows,old key normalized punctuation-collapsed department labels; v2 keeps KEDI code plus day/status lineage,True
2024,대학교,,신라대학교,본교(제1캠퍼스),부산,부산 사상구,사립,대학과정,공학계열,기계ㆍ금속,자동차공학,U04040300021,자동차기계공학과,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,5,5,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,HC2024_09965,신라대학교,신라대학교,본교(제1캠퍼스),제1캠퍼스,본교,본교_제1캠퍼스,자동차기계공학과,자동차기계공학과,U04040300021,SCH_f20a031e8dce,CAM_10d6b6bb1fac,DEP_11b32af4e2de,대학교,대학과정,본교(제1캠퍼스),사립,부산,부산 사상구,공학계열,ENG,기계ㆍ금속,자동차공학,True,0,0,0,0,12,7,1,0,0,2,0,0,0,,,,58.333332,0.0,16.666666,,,0.0,2.5649493,0.6931472,False,False,P2_G2_메인_입결_A_취업진학.CSV,e307fae021366d2c4aaacbb4b1d67c9e176fbbbecbbea101a7e3d79282203449,True,duplicate_review,D01DUP_005,자동차기계공학과,HC2_2024_18211,HCG_d7eaa7224f93,18384,2024,신라대학교,본교(제1캠퍼스),대학교,대학과정,주간,기존,부산,부산 사상구,U04040300021,자동차기계공학과,공학계열,기계ㆍ금속,자동차공학,semantic_distinct_key_expansion,False,semantic distinct rows,old key normalized punctuation-collapsed department labels; v2 keeps KEDI code plus day/status lineage,True
2024,대학교,,신라대학교,본교(제1캠퍼스),부산,부산 사상구,사립,대학과정,공학계열,기계ㆍ금속,자동차공학,U04040300132,자동차?기계공학과,1,0,0,35,35,0,42,35,7,68,61,7,0,0,0,0,0,0,40,35,5,0,0,0,0,0,0,33,28,5,33,28,5,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,40,35,5,40,35,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,35,5,40,35,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2024,HC2024_09968,신라대학교,신라대학교,본교(제1캠퍼스),제1캠퍼스,본교,본교_제1캠퍼스,자동차?기계공학과,자동차기계공학과,U04040300132,SCH_f20a031e8dce,CAM_10d6b6bb1fac,DEP_11b32af4e2de,대학교,대학과정,본교(제1캠퍼스),사립,부산,부산 사상구,공학계열,ENG,기계ㆍ금속,자동차공학,True,35,42,68,40,40,0,0,1,0,40,5,0,0,1.6190476,0.95238096,0.5882353,0.0,12.5,100.0,40.0,100.0,0.0,3.713572,0.0,False,False,P2_G2_메인_입결_A_취업진학.CSV,e307fae021366d2c4aaacbb4b1d67c9e176fbbbecbbea101a7e3d79282203449,True,duplicate_review,D01DUP_005,자동차기계공학과,HC2_2024_18214,HCG_9833f9340921,18387,2024,신라대학교,본교(제1캠퍼스),대학교,대학과정,주간,기존,부산,부산 사상구,U04040300132,자동차?기계공학과,공학계열,기계ㆍ금속,자동차공학,semantic_distinct_key_expansion,False,semantic distinct rows,old key normalized punctuation-collapsed department labels; v2 keeps KEDI code plus day/status lineage,True
